<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.01.17	13:00:00	1.08216	1.08337	1.08135	1.08322	3763	0	8
2023.01.17	14:00:00	1.08322	1.08575	1.08223	1.08528	5202	0	8
2023.01.17	15:00:00	1.08524	1.08580	1.08361	1.08426	6838	0	7
2023.01.17	16:00:00	1.08425	1.08694	1.08424	1.08630	7124	0	8
2023.01.17	17:00:00	1.08630	1.08639	1.07949	1.08017	10747	0	7
2023.01.17	18:00:00	1.08017	1.08090	1.07860	1.07925	6353	0	8
2023.01.17	19:00:00	1.07926	1.07984	1.07744	1.07820	3722	0	8
2023.01.17	20:00:00	1.07820	1.07963	1.07798	1.07951	2472	0	8
2023.01.17	21:00:00	1.07951	1.08036	1.07913	1.07934	3324	0	8
2023.01.17	22:00:00	1.07933	1.07969	1.07867	1.07935	2663	0	8
2023.01.17	23:00:00	1.07931	1.07936	1.07867	1.07867	909	0	8
2023.01.18	00:00:00	1.07869	1.07922	1.07858	1.07891	343	0	28
2023.01.18	01:00:00	1.07891	1.07933	1.07852	1.07894	1122	0	8
2023.01.18	02:00:00	1.07894	1.07913	1.07824	1.07844	2010	0	8
2023.01.18	03:00:00	1.07843	1.07962	1.07833	1.07962	2566	0	8
2023.01.18	04:00:00	1.07959	1.07993	1.07661	1.07871	5437	0	8
2023.01.18	05:00:00	1.07872	1.07890	1.07683	1.07731	5114	0	8
2023.01.18	06:00:00	1.07732	1.07776	1.07672	1.07745	2701	0	8
2023.01.18	07:00:00	1.07745	1.07797	1.07680	1.07797	3053	0	8
2023.01.18	08:00:00	1.07797	1.07910	1.07795	1.07894	4111	0	8
2023.01.18	09:00:00	1.07897	1.08365	1.07897	1.08253	7398	0	7
2023.01.18	10:00:00	1.08256	1.08514	1.08254	1.08419	6415	0	8
2023.01.18	11:00:00	1.08430	1.08713	1.08370	1.08700	5319	0	8
2023.01.18	12:00:00	1.08702	1.08702	1.08497	1.08526	4514	0	8
2023.01.18	13:00:00	1.08525	1.08542	1.08109	1.08150	3902	0	8
2023.01.18	14:00:00	1.08149	1.08336	1.08143	1.08239	4432	0	8
2023.01.18	15:00:00	1.08238	1.08678	1.08223	1.08583	8061	0	8
2023.01.18	16:00:00	1.08582	1.08873	1.08476	1.08637	10332	0	7
2023.01.18	17:00:00	1.08641	1.08688	1.08268	1.08332	9020	0	8
2023.01.18	18:00:00	1.08333	1.08355	1.08135	1.08268	6817	0	8
2023.01.18	19:00:00	1.08268	1.08279	1.07870	1.07959	5790	0	8
2023.01.18	20:00:00	1.07959	1.07989	1.07868	1.07965	4417	0	8
2023.01.18	21:00:00	1.07966	1.07967	1.07872	1.07950	3353	0	8
2023.01.18	22:00:00	1.07950	1.07950	1.07875	1.07891	3199	0	8
2023.01.18	23:00:00	1.07890	1.07964	1.07890	1.07932	1037	0	8
2023.01.19	00:00:00	1.07922	1.07922	1.07879	1.07899	310	0	32
2023.01.19	01:00:00	1.07900	1.07980	1.07896	1.07973	1456	0	8
2023.01.19	02:00:00	1.07975	1.07982	1.07863	1.07873	3310	0	8
2023.01.19	03:00:00	1.07875	1.07955	1.07826	1.07876	2745	0	8
2023.01.19	04:00:00	1.07877	1.07946	1.07823	1.07936	2165	0	8
2023.01.19	05:00:00	1.07935	1.08055	1.07926	1.08005	2326	0	8
2023.01.19	06:00:00	1.08004	1.08021	1.07931	1.07958	2127	0	8
2023.01.19	07:00:00	1.07959	1.07980	1.07910	1.07916	2655	0	8
2023.01.19	08:00:00	1.07915	1.08031	1.07908	1.07910	2348	0	8
2023.01.19	09:00:00	1.07910	1.08139	1.07820	1.08081	5101	0	8
2023.01.19	10:00:00	1.08080	1.08249	1.08032	1.08169	4946	0	8
2023.01.19	11:00:00	1.08168	1.08293	1.08159	1.08248	3887	0	8
2023.01.19	12:00:00	1.08249	1.08378	1.08155	1.08290	4529	0	8
2023.01.19	13:00:00	1.08291	1.08345	1.08159	1.08219	3958	0	8
2023.01.19	14:00:00	1.08218	1.08271	1.08049	1.08089	3553	0	8
2023.01.19	15:00:00	1.08090	1.08230	1.07952	1.08096	7081	0	8
2023.01.19	16:00:00	1.08094	1.08252	1.07952	1.08102	6605	0	8
2023.01.19	17:00:00	1.08103	1.08189	1.07833	1.07891	6228	0	7
2023.01.19	18:00:00	1.07893	1.08095	1.07872	1.08090	4664	0	8
2023.01.19	19:00:00	1.08089	1.08244	1.08085	1.08163	3986	0	8
2023.01.19	20:00:00	1.08164	1.08348	1.08129	1.08289	4419	0	8
2023.01.19	21:00:00	1.08285	1.08355	1.08211	1.08307	2966	0	8
2023.01.19	22:00:00	1.08306	1.08399	1.08277	1.08291	2842	0	8
2023.01.19	23:00:00	1.08289	1.08347	1.08281	1.08299	1216	0	8
2023.01.20	00:00:00	1.08297	1.08327	1.08268	1.08279	330	0	36
2023.01.20	01:00:00	1.08280	1.08369	1.08264	1.08334	814	0	8
2023.01.20	02:00:00	1.08334	1.08405	1.08286	1.08314	2001	0	8
2023.01.20	03:00:00	1.08313	1.08439	1.08279	1.08362	2428	0	8
2023.01.20	04:00:00	1.08363	1.08438	1.08315	1.08364	2131	0	8
2023.01.20	05:00:00	1.08364	1.08385	1.08320	1.08343	1412	0	8
2023.01.20	06:00:00	1.08343	1.08350	1.08277	1.08296	1846	0	8
2023.01.20	07:00:00	1.08292	1.08357	1.08251	1.08352	2161	0	8
2023.01.20	08:00:00	1.08353	1.08366	1.08238	1.08246	2266	0	8
2023.01.20	09:00:00	1.08244	1.08461	1.08207	1.08400	3849	0	8
2023.01.20	10:00:00	1.08402	1.08587	1.08384	1.08404	3891	0	8
2023.01.20	11:00:00	1.08403	1.08517	1.08280	1.08310	3991	0	8
2023.01.20	12:00:00	1.08310	1.08472	1.08260	1.08386	3962	0	8
2023.01.20	13:00:00	1.08386	1.08416	1.08245	1.08250	2814	0	8
2023.01.20	14:00:00	1.08250	1.08275	1.08140	1.08184	3623	0	8
2023.01.20	15:00:00	1.08180	1.08274	1.08023	1.08065	4586	0	8
2023.01.20	16:00:00	1.08065	1.08259	1.08046	1.08218	5386	0	8
2023.01.20	17:00:00	1.08218	1.08477	1.08182	1.08309	6143	0	8
2023.01.20	18:00:00	1.08309	1.08449	1.08273	1.08305	4204	0	8
2023.01.20	19:00:00	1.08304	1.08473	1.08294	1.08436	2965	0	8
2023.01.20	20:00:00	1.08437	1.08502	1.08337	1.08475	3564	0	7
2023.01.20	21:00:00	1.08475	1.08585	1.08454	1.08540	2359	0	8
2023.01.20	22:00:00	1.08539	1.08583	1.08517	1.08565	2019	0	8
2023.01.20	23:00:00	1.08563	1.08581	1.08540	1.08542	656	0	8
2023.01.23	00:00:00	1.08618	1.08639	1.08594	1.08639	270	0	33
2023.01.23	01:00:00	1.08641	1.08696	1.08603	1.08641	1687	0	8
2023.01.23	02:00:00	1.08641	1.08873	1.08641	1.08851	2107	0	8
2023.01.23	03:00:00	1.08850	1.08997	1.08808	1.08949	2555	0	8
2023.01.23	04:00:00	1.08949	1.08990	1.08897	1.08925	1460	0	8
2023.01.23	05:00:00	1.08925	1.09030	1.08925	1.08985	1556	0	8
2023.01.23	06:00:00	1.08986	1.08988	1.08890	1.08948	1557	0	8
2023.01.23	07:00:00	1.08947	1.08984	1.08902	1.08923	1645	0	8
2023.01.23	08:00:00	1.08923	1.09119	1.08872	1.09006	2851	0	8
2023.01.23	09:00:00	1.09007	1.09264	1.08922	1.09144	4395	0	8
2023.01.23	10:00:00	1.09141	1.09154	1.08932	1.08998	4809	0	8
2023.01.23	11:00:00	1.08998	1.09203	1.08932	1.09116	3202	0	8
2023.01.23	12:00:00	1.09115	1.09152	1.08953	1.08992	3071	0	8
2023.01.23	13:00:00	1.08992	1.09023	1.08789	1.08813	3450	0	8
2023.01.23	14:00:00	1.08813	1.08831	1.08666	1.08709	4031	0	8
2023.01.23	15:00:00	1.08710	1.08777	1.08531	1.08589	4960	0	8
2023.01.23	16:00:00	1.08589	1.08681	1.08462	1.08618	5752	0	8
2023.01.23	17:00:00	1.08619	1.08690	1.08468	1.08646	6129	0	8
2023.01.23	18:00:00	1.08645	1.08758	1.08599	1.08640	4626	0	8
2023.01.23	19:00:00	1.08638	1.08649	1.08570	1.08623	2356	0	8
2023.01.23	20:00:00	1.08623	1.08729	1.08622	1.08663	2341	0	8
2023.01.23	21:00:00	1.08663	1.08673	1.08473	1.08591	3182	0	8
2023.01.23	22:00:00	1.08591	1.08683	1.08571	1.08682	3271	0	8
2023.01.23	23:00:00	1.08678	1.08716	1.08651	1.08705	911	0	8
2023.01.24	00:00:00	1.08704	1.08704	1.08677	1.08690	209	0	29
2023.01.24	01:00:00	1.08690	1.08760	1.08675	1.08714	1182	0	8
2023.01.24	02:00:00	1.08714	1.08748	1.08677	1.08735	1523	0	8
2023.01.24	03:00:00	1.08735	1.08825	1.08714	1.08809	1562	0	8
2023.01.24	04:00:00	1.08810	1.08829	1.08777	1.08790	1300	0	8
2023.01.24	05:00:00	1.08789	1.08803	1.08730	1.08746	1221	0	8
2023.01.24	06:00:00	1.08745	1.08765	1.08694	1.08764	1171	0	8
2023.01.24	07:00:00	1.08765	1.08825	1.08755	1.08784	1141	0	8
2023.01.24	08:00:00	1.08784	1.08917	1.08773	1.08879	1992	0	8
2023.01.24	09:00:00	1.08871	1.08979	1.08833	1.08887	3355	0	8
2023.01.24	10:00:00	1.08886	1.08959	1.08665	1.08752	4280	0	8
2023.01.24	11:00:00	1.08750	1.08827	1.08517	1.08609	4616	0	8
2023.01.24	12:00:00	1.08608	1.08663	1.08521	1.08639	3576	0	8
2023.01.24	13:00:00	1.08632	1.08757	1.08537	1.08666	2865	0	8
2023.01.24	14:00:00	1.08666	1.08763	1.08589	1.08597	2952	0	8
2023.01.24	15:00:00	1.08597	1.08806	1.08540	1.08659	4986	0	7
2023.01.24	16:00:00	1.08659	1.08700	1.08404	1.08422	6718	0	8
2023.01.24	17:00:00	1.08422	1.08802	1.08351	1.08752	8513	0	8
2023.01.24	18:00:00	1.08751	1.08831	1.08670	1.08716	4828	0	8
2023.01.24	19:00:00	1.08715	1.08869	1.08702	1.08832	3361	0	8
2023.01.24	20:00:00	1.08832	1.08888	1.08761	1.08791	2281	0	8
2023.01.24	21:00:00	1.08791	1.08845	1.08740	1.08837	1683	0	8
2023.01.24	22:00:00	1.08838	1.08847	1.08791	1.08814	1562	0	8
2023.01.24	23:00:00	1.08808	1.08878	1.08805	1.08870	1437	0	8
2023.01.25	00:00:00	1.08864	1.08864	1.08794	1.08842	369	0	30
2023.01.25	01:00:00	1.08843	1.08905	1.08821	1.08899	1436	0	8
2023.01.25	02:00:00	1.08899	1.08904	1.08810	1.08872	2394	0	8
2023.01.25	03:00:00	1.08871	1.08942	1.08842	1.08930	2152	0	8
2023.01.25	04:00:00	1.08931	1.09014	1.08930	1.08965	1508	0	8
2023.01.25	05:00:00	1.08961	1.08993	1.08925	1.08971	1695	0	8
2023.01.25	06:00:00	1.08971	1.09027	1.08969	1.08987	1228	0	8
2023.01.25	07:00:00	1.08987	1.08993	1.08920	1.08974	1395	0	8
2023.01.25	08:00:00	1.08975	1.09110	1.08957	1.09061	2328	0	8
2023.01.25	09:00:00	1.09061	1.09110	1.08786	1.08810	3639	0	8
2023.01.25	10:00:00	1.08808	1.08911	1.08676	1.08768	3972	0	8
2023.01.25	11:00:00	1.08762	1.08918	1.08699	1.08812	3475	0	8
2023.01.25	12:00:00	1.08811	1.08811	1.08630	1.08657	3666	0	8
2023.01.25	13:00:00	1.08657	1.08697	1.08571	1.08647	3343	0	8
2023.01.25	14:00:00	1.08645	1.08768	1.08582	1.08747	3365	0	8
2023.01.25	15:00:00	1.08735	1.08846	1.08645	1.08719	4217	0	8
2023.01.25	16:00:00	1.08719	1.09003	1.08687	1.08933	5652	0	8
2023.01.25	17:00:00	1.08937	1.09237	1.08906	1.09023	7868	0	7
2023.01.25	18:00:00	1.09013	1.09033	1.08741	1.09002	5394	0	8
2023.01.25	19:00:00	1.09002	1.09036	1.08941	1.08991	2205	0	8
2023.01.25	20:00:00	1.08993	1.09185	1.08993	1.09092	2956	0	7
2023.01.25	21:00:00	1.09091	1.09150	1.09068	1.09146	2080	0	8
2023.01.25	22:00:00	1.09147	1.09175	1.09065	1.09145	1756	0	8
2023.01.25	23:00:00	1.09139	1.09178	1.09115	1.09141	1104	0	8
2023.01.26	00:00:00	1.09141	1.09168	1.09086	1.09129	322	0	28
2023.01.26	01:00:00	1.09130	1.09228	1.09130	1.09208	1064	0	8
2023.01.26	02:00:00	1.09207	1.09245	1.09151	1.09156	1786	0	8
2023.01.26	03:00:00	1.09157	1.09210	1.09070	1.09191	2031	0	8
2023.01.26	04:00:00	1.09191	1.09216	1.09107	1.09153	1513	0	8
2023.01.26	05:00:00	1.09151	1.09175	1.09111	1.09131	1265	0	8
2023.01.26	06:00:00	1.09129	1.09182	1.09127	1.09145	1173	0	8
2023.01.26	07:00:00	1.09141	1.09187	1.09089	1.09186	1341	0	8
2023.01.26	08:00:00	1.09183	1.09293	1.09171	1.09202	1740	0	8
2023.01.26	09:00:00	1.09199	1.09224	1.09064	1.09197	3947	0	8
2023.01.26	10:00:00	1.09194	1.09279	1.09057	1.09089	3960	0	8
2023.01.26	11:00:00	1.09090	1.09100	1.08923	1.08956	3877	0	8
2023.01.26	12:00:00	1.08955	1.09079	1.08938	1.09067	2498	0	8
2023.01.26	13:00:00	1.09066	1.09077	1.08991	1.09030	2123	0	8
2023.01.26	14:00:00	1.09029	1.09042	1.08868	1.08928	3071	0	8
2023.01.26	15:00:00	1.08925	1.09082	1.08727	1.09026	7143	0	8
2023.01.26	16:00:00	1.09026	1.09176	1.08813	1.08873	7583	0	8
2023.01.26	17:00:00	1.08872	1.08948	1.08508	1.08552	7834	0	8
2023.01.26	18:00:00	1.08554	1.08717	1.08503	1.08647	5439	0	8
2023.01.26	19:00:00	1.08647	1.08699	1.08581	1.08646	2911	0	8
2023.01.26	20:00:00	1.08646	1.08881	1.08634	1.08861	2776	0	8
2023.01.26	21:00:00	1.08860	1.08902	1.08822	1.08892	1829	0	8
2023.01.26	22:00:00	1.08891	1.08925	1.08865	1.08922	2293	0	8
2023.01.26	23:00:00	1.08920	1.08940	1.08898	1.08901	928	0	8
2023.01.27	00:00:00	1.08895	1.08895	1.08859	1.08887	246	0	36
2023.01.27	01:00:00	1.08887	1.08963	1.08823	1.08932	1305	0	8
2023.01.27	02:00:00	1.08933	1.09002	1.08933	1.08965	1860	0	8
2023.01.27	03:00:00	1.08960	1.08992	1.08859	1.08895	2083	0	8
2023.01.27	04:00:00	1.08894	1.08899	1.08784	1.08794	1602	0	8
2023.01.27	05:00:00	1.08794	1.08800	1.08705	1.08736	1634	0	8
2023.01.27	06:00:00	1.08735	1.08735	1.08658	1.08663	1597	0	8
2023.01.27	07:00:00	1.08662	1.08738	1.08656	1.08738	1366	0	8
2023.01.27	08:00:00	1.08737	1.08738	1.08662	1.08698	1781	0	8
2023.01.27	09:00:00	1.08696	1.08795	1.08679	1.08735	2448	0	8
2023.01.27	10:00:00	1.08737	1.08915	1.08656	1.08904	3614	0	8
2023.01.27	11:00:00	1.08904	1.08923	1.08775	1.08837	3158	0	8
2023.01.27	12:00:00	1.08838	1.08953	1.08826	1.08893	2403	0	8
2023.01.27	13:00:00	1.08890	1.08936	1.08755	1.08791	2708	0	8
2023.01.27	14:00:00	1.08791	1.08807	1.08661	1.08667	2495	0	8
2023.01.27	15:00:00	1.08665	1.08779	1.08578	1.08622	5227	0	8
2023.01.27	16:00:00	1.08622	1.08767	1.08451	1.08652	6423	0	8
2023.01.27	17:00:00	1.08652	1.08791	1.08375	1.08386	7175	0	8
2023.01.27	18:00:00	1.08383	1.08672	1.08381	1.08563	4782	0	8
2023.01.27	19:00:00	1.08564	1.08717	1.08525	1.08665	2757	0	8
2023.01.27	20:00:00	1.08664	1.08675	1.08563	1.08659	2245	0	8
2023.01.27	21:00:00	1.08659	1.08721	1.08643	1.08686	1784	0	8
2023.01.27	22:00:00	1.08685	1.08730	1.08640	1.08653	1685	0	8
2023.01.27	23:00:00	1.08651	1.08690	1.08648	1.08666	944	0	8
2023.01.30	00:00:00	1.08595	1.08644	1.08592	1.08639	407	0	31
2023.01.30	01:00:00	1.08641	1.08728	1.08641	1.08719	1301	0	8
2023.01.30	02:00:00	1.08718	1.08757	1.08693	1.08747	1981	0	8
2023.01.30	03:00:00	1.08743	1.08753	1.08612	1.08736	2729	0	8
2023.01.30	04:00:00	1.08737	1.08737	1.08654	1.08690	2238	0	8
2023.01.30	05:00:00	1.08691	1.08694	1.08643	1.08686	1595	0	8
2023.01.30	06:00:00	1.08685	1.08793	1.08679	1.08764	3390	0	8
2023.01.30	07:00:00	1.08759	1.08768	1.08644	1.08691	2428	0	8
2023.01.30	08:00:00	1.08692	1.08695	1.08581	1.08619	2314	0	8
2023.01.30	09:00:00	1.08616	1.08697	1.08529	1.08597	3188	0	8
2023.01.30	10:00:00	1.08598	1.08895	1.08598	1.08814	4993	0	8
2023.01.30	11:00:00	1.08813	1.09040	1.08764	1.09019	3534	0	8
2023.01.30	12:00:00	1.09019	1.09137	1.09017	1.09106	3420	0	8
2023.01.30	13:00:00	1.09107	1.09113	1.08906	1.08963	2903	0	8
2023.01.30	14:00:00	1.08964	1.09093	1.08931	1.09038	2829	0	8
2023.01.30	15:00:00	1.09038	1.09110	1.08860	1.08861	4077	0	8
2023.01.30	16:00:00	1.08862	1.08996	1.08797	1.08913	5093	0	8
2023.01.30	17:00:00	1.08913	1.08992	1.08676	1.08707	5931	0	8
2023.01.30	18:00:00	1.08708	1.08747	1.08605	1.08657	4245	0	8
2023.01.30	19:00:00	1.08657	1.08667	1.08571	1.08577	2973	0	8
2023.01.30	20:00:00	1.08572	1.08606	1.08500	1.08544	2247	0	8
2023.01.30	21:00:00	1.08545	1.08555	1.08391	1.08461	2233	0	8
2023.01.30	22:00:00	1.08460	1.08546	1.08440	1.08458	1995	0	8
2023.01.30	23:00:00	1.08457	1.08523	1.08457	1.08505	759	0	8
2023.01.31	00:00:00	1.08497	1.08508	1.08470	1.08497	626	0	36
2023.01.31	01:00:00	1.08497	1.08502	1.08460	1.08499	730	0	8
2023.01.31	02:00:00	1.08499	1.08572	1.08489	1.08540	1826	0	8
2023.01.31	03:00:00	1.08540	1.08601	1.08510	1.08576	2118	0	8
2023.01.31	04:00:00	1.08576	1.08590	1.08500	1.08519	1771	0	8
2023.01.31	05:00:00	1.08518	1.08526	1.08441	1.08447	1652	0	8
2023.01.31	06:00:00	1.08447	1.08461	1.08393	1.08460	1516	0	8
2023.01.31	07:00:00	1.08460	1.08467	1.08329	1.08346	1533	0	8
2023.01.31	08:00:00	1.08347	1.08421	1.08316	1.08394	2147	0	8
2023.01.31	09:00:00	1.08393	1.08496	1.08342	1.08440	3420	0	8
2023.01.31	10:00:00	1.08441	1.08448	1.08025	1.08033	5085	0	8
2023.01.31	11:00:00	1.08033	1.08339	1.08020	1.08299	3816	0	8
2023.01.31	12:00:00	1.08299	1.08313	1.08202	1.08228	3228	0	8
2023.01.31	13:00:00	1.08226	1.08381	1.08214	1.08359	2803	0	8
2023.01.31	14:00:00	1.08358	1.08387	1.08254	1.08261	2817	0	8
2023.01.31	15:00:00	1.08257	1.08632	1.08257	1.08510	7157	0	8
2023.01.31	16:00:00	1.08510	1.08643	1.08431	1.08478	6513	0	8
2023.01.31	17:00:00	1.08473	1.08624	1.08335	1.08600	7571	0	8
2023.01.31	18:00:00	1.08598	1.08676	1.08533	1.08569	5143	0	8
2023.01.31	19:00:00	1.08570	1.08662	1.08507	1.08651	2572	0	8
2023.01.31	20:00:00	1.08651	1.08748	1.08646	1.08724	1816	0	8
2023.01.31	21:00:00	1.08724	1.08739	1.08629	1.08638	1776	0	8
2023.01.31	22:00:00	1.08638	1.08730	1.08599	1.08718	2277	0	8
2023.01.31	23:00:00	1.08724	1.08724	1.08607	1.08618	1152	0	8
2023.02.01	00:00:00	1.08618	1.08627	1.08592	1.08598	231	0	28
2023.02.01	01:00:00	1.08597	1.08657	1.08594	1.08607	777	0	8
2023.02.01	02:00:00	1.08607	1.08642	1.08585	1.08624	1447	0	8
2023.02.01	03:00:00	1.08624	1.08637	1.08570	1.08573	1627	0	8
2023.02.01	04:00:00	1.08572	1.08573	1.08522	1.08538	1346	0	8
2023.02.01	05:00:00	1.08540	1.08627	1.08521	1.08627	951	0	8
2023.02.01	06:00:00	1.08626	1.08688	1.08625	1.08656	1029	0	8
2023.02.01	07:00:00	1.08656	1.08748	1.08653	1.08716	941	0	8
2023.02.01	08:00:00	1.08715	1.08768	1.08656	1.08695	1777	0	8
2023.02.01	09:00:00	1.08695	1.08834	1.08665	1.08800	3697	0	8
2023.02.01	10:00:00	1.08806	1.08884	1.08695	1.08874	4082	0	8
2023.02.01	11:00:00	1.08874	1.08885	1.08784	1.08837	3020	0	8
2023.02.01	12:00:00	1.08808	1.08936	1.08782	1.08921	2653	0	8
2023.02.01	13:00:00	1.08921	1.08969	1.08884	1.08924	2265	0	8
2023.02.01	14:00:00	1.08924	1.08978	1.08879	1.08913	2030	0	8
2023.02.01	15:00:00	1.08915	1.09097	1.08882	1.09040	4688	0	8
2023.02.01	16:00:00	1.09041	1.09107	1.09012	1.09039	3718	0	8
2023.02.01	17:00:00	1.09040	1.09247	1.08877	1.09197	7514	0	8
2023.02.01	18:00:00	1.09196	1.09240	1.09142	1.09161	3966	0	8
2023.02.01	19:00:00	1.09165	1.09190	1.09048	1.09076	2342	0	8
2023.02.01	20:00:00	1.09076	1.09207	1.09060	1.09154	2387	0	8
2023.02.01	21:00:00	1.09044	1.09857	1.08884	1.09778	14289	0	8
2023.02.01	22:00:00	1.09779	1.10008	1.09696	1.09881	8882	0	8
2023.02.01	23:00:00	1.09880	1.09902	1.09831	1.09881	1808	0	8
2023.02.02	00:00:00	1.09879	1.09887	1.09842	1.09860	916	0	28
2023.02.02	01:00:00	1.09857	1.10330	1.09848	1.10127	2284	0	8
2023.02.02	02:00:00	1.10126	1.10267	1.10104	1.10189	2849	0	8
2023.02.02	03:00:00	1.10189	1.10211	1.10063	1.10132	3248	0	7
2023.02.02	04:00:00	1.10130	1.10212	1.10118	1.10188	2716	0	8
2023.02.02	05:00:00	1.10188	1.10206	1.10146	1.10177	1791	0	8
2023.02.02	06:00:00	1.10173	1.10253	1.10158	1.10197	1294	0	8
2023.02.02	07:00:00	1.10197	1.10249	1.10190	1.10201	1791	0	8
2023.02.02	08:00:00	1.10200	1.10217	1.10045	1.10050	2223	0	8
2023.02.02	09:00:00	1.10054	1.10146	1.09914	1.09936	3568	0	8
2023.02.02	10:00:00	1.09935	1.10105	1.09915	1.10048	4238	0	8
2023.02.02	11:00:00	1.10049	1.10062	1.09888	1.09986	3588	0	8
2023.02.02	12:00:00	1.09987	1.10002	1.09804	1.09829	3221	0	8
2023.02.02	13:00:00	1.09829	1.10021	1.09820	1.09992	2765	0	8
2023.02.02	14:00:00	1.09992	1.10043	1.09824	1.09840	6522	0	8
2023.02.02	15:00:00	1.09840	1.10040	1.09440	1.09451	9233	0	8
2023.02.02	16:00:00	1.09453	1.09663	1.09050	1.09056	10551	0	7
2023.02.02	17:00:00	1.09057	1.09396	1.08851	1.09364	8560	0	8
2023.02.02	18:00:00	1.09363	1.09490	1.09071	1.09170	5640	0	7
2023.02.02	19:00:00	1.09169	1.09268	1.09056	1.09083	3831	0	8
2023.02.02	20:00:00	1.09084	1.09227	1.09078	1.09193	2709	0	8
2023.02.02	21:00:00	1.09192	1.09224	1.09052	1.09078	4129	0	8
2023.02.02	22:00:00	1.09079	1.09149	1.09054	1.09138	3786	0	8
2023.02.02	23:00:00	1.09137	1.09163	1.09080	1.09089	2496	0	8
2023.02.03	00:00:00	1.09086	1.09087	1.09061	1.09063	122	0	30
2023.02.03	01:00:00	1.09063	1.09105	1.09046	1.09047	896	0	8
2023.02.03	02:00:00	1.09047	1.09051	1.08920	1.08975	2206	0	8
2023.02.03	03:00:00	1.08967	1.08996	1.08911	1.08936	2128	0	8
2023.02.03	04:00:00	1.08937	1.08959	1.08877	1.08897	2049	0	8
2023.02.03	05:00:00	1.08895	1.08956	1.08893	1.08939	1166	0	8
2023.02.03	06:00:00	1.08939	1.08946	1.08871	1.08931	1187	0	8
2023.02.03	07:00:00	1.08931	1.08982	1.08899	1.08936	1663	0	8
2023.02.03	08:00:00	1.08937	1.08998	1.08914	1.08983	1731	0	8
2023.02.03	09:00:00	1.08973	1.09057	1.08820	1.08993	4086	0	8
2023.02.03	10:00:00	1.08994	1.09073	1.08845	1.09036	4213	0	8
2023.02.03	11:00:00	1.09036	1.09309	1.08935	1.09300	3691	0	8
2023.02.03	12:00:00	1.09298	1.09366	1.09249	1.09351	3134	0	8
2023.02.03	13:00:00	1.09352	1.09369	1.09246	1.09291	2684	0	8
2023.02.03	14:00:00	1.09291	1.09368	1.09259	1.09326	2761	0	8
2023.02.03	15:00:00	1.09327	1.09401	1.08262	1.08398	9231	0	8
2023.02.03	16:00:00	1.08397	1.08708	1.08326	1.08630	9560	0	8
2023.02.03	17:00:00	1.08620	1.08760	1.08092	1.08582	11466	0	7
2023.02.03	18:00:00	1.08582	1.08614	1.08233	1.08250	6533	0	7
2023.02.03	19:00:00	1.08246	1.08368	1.08222	1.08247	3855	0	8
2023.02.03	20:00:00	1.08245	1.08248	1.08050	1.08118	4056	0	8
2023.02.03	21:00:00	1.08118	1.08143	1.08016	1.08047	3195	0	8
2023.02.03	22:00:00	1.08045	1.08047	1.07930	1.07934	2545	0	8
2023.02.03	23:00:00	1.07934	1.08009	1.07917	1.07920	1131	0	8
2023.02.06	00:00:00	1.07904	1.07913	1.07846	1.07888	422	0	31
2023.02.06	01:00:00	1.07887	1.07983	1.07822	1.07894	2831	0	8
2023.02.06	02:00:00	1.07891	1.07948	1.07812	1.07886	3085	0	8
2023.02.06	03:00:00	1.07881	1.07941	1.07843	1.07850	2786	0	8
2023.02.06	04:00:00	1.07850	1.07980	1.07822	1.07906	2673	0	8
2023.02.06	05:00:00	1.07905	1.07983	1.07892	1.07902	1870	0	8
2023.02.06	06:00:00	1.07903	1.07988	1.07887	1.07963	1735	0	8
2023.02.06	07:00:00	1.07962	1.07980	1.07901	1.07966	1666	0	8
2023.02.06	08:00:00	1.07966	1.07978	1.07861	1.07873	1859	0	8
2023.02.06	09:00:00	1.07870	1.07963	1.07799	1.07799	3493	0	8
2023.02.06	10:00:00	1.07800	1.07951	1.07745	1.07852	4829	0	8
2023.02.06	11:00:00	1.07852	1.07881	1.07650	1.07666	4344	0	8
2023.02.06	12:00:00	1.07668	1.07775	1.07597	1.07659	3677	0	8
2023.02.06	13:00:00	1.07656	1.07671	1.07565	1.07662	2761	0	8
2023.02.06	14:00:00	1.07658	1.07830	1.07658	1.07732	2768	0	8
2023.02.06	15:00:00	1.07732	1.07777	1.07570	1.07581	4255	0	8
2023.02.06	16:00:00	1.07581	1.07662	1.07391	1.07445	5856	0	8
2023.02.06	17:00:00	1.07445	1.07476	1.07217	1.07301	5757	0	8
2023.02.06	18:00:00	1.07300	1.07392	1.07171	1.07211	4472	0	7
2023.02.06	19:00:00	1.07211	1.07218	1.07089	1.07131	2903	0	8
2023.02.06	20:00:00	1.07131	1.07264	1.07102	1.07264	1979	0	8
2023.02.06	21:00:00	1.07261	1.07371	1.07233	1.07247	2470	0	8
2023.02.06	22:00:00	1.07247	1.07308	1.07185	1.07297	2579	0	8
2023.02.06	23:00:00	1.07291	1.07303	1.07229	1.07238	754	0	8
2023.02.07	00:00:00	1.07239	1.07263	1.07194	1.07254	450	0	32
2023.02.07	01:00:00	1.07254	1.07289	1.07232	1.07289	652	0	8
